species,habitat,long,lat,air_temp_dryQ_C,max_air_temp_C,mean_annual_sst_C,pp_mean,sss_saltiest_month_psu,sst_warmest_month_C,tidal_range_minmax_fill_m,topo_bath,topo_bath_slope
undulata,rocky,73.4580576,16.08555045,26.12499968,32.29999924,27.78,0.020134688,36.08,29.38,2.486107852,-2.260940773,0.253276651
undulata,rocky,73.39103155,16.33379275,26.05000019,32.40000153,27.7,0.013850473,36.142,29.076,2.556858205,10.51598012,1.315324534
undulata,rocky,73.34235859,16.47420773,25.93333308,32.40000153,27.62,0.011481228,36.17666667,28.97,2.634870336,47.48330705,2.26628249
undulata,rocky,73.3391619,16.47992201,26.04166683,32.52499962,27.61,0.011482638,36.18,28.96,2.638850735,3.167699109,1.285742108
undulata,rocky,73.33136246,16.55624167,25.98333327,32.29999924,27.15,0.010472455,36.19,28.7,2.676715021,14.85000002,0.80447236
undulata,rocky,73.3368749,16.63850812,25.95333316,32.15999908,27.18666667,0.00774133,36.2,28.73666667,2.7136332,6.520462297,1.045847291
undulata,rocky,73.31485296,16.80689729,25.80333316,32.32000046,27.71,0.006922,36.23,29.13,2.797908022,1.211264519,1.112453752
undulata,rocky,73.2908378,16.87089404,25.90833314,32.12499952,27.66,0.006851072,36.24,28.96,2.831339325,0.841108566,1.170940499
undulata,rocky,73.0517632,17.90706684,25.6833334,31.89999962,27.26,0.00734141,36.33,29.16,3.449661804,11.53860931,1.877270752
undulata,rocky,70.895754,20.706291,23.32916673,35.27499962,26.32,0.013093237,36.61,28.27,2.578640424,1.621162613,0.694155767
undulata,rocky,70.56547908,20.79357217,25.54999987,36,26.3325,0.0095605,36.6875,28.1425,2.578360289,3.020107636,0.47760249
undulata,rocky,70.44787687,20.85021699,25.38333352,35.90000153,26.305,0.008957612,36.71,28.1025,2.602528987,4.254014017,0.524373031
undulata,rocky,69.6090823,21.63049305,25.01666673,35.59999847,25.88,0.004948528,36.7,28.16,2.852904382,4.320349743,0.364811976
undulata,rocky,69.09598268,22.09025368,27.26249973,35.67499924,25.34,0.005138398,36.59,27.81,3.125488019,0.367135006,0.572895837
undulata,rocky,69.34826422,22.81956098,24.93333364,37.14999962,26.46,0.00947075,36.59,29.91,3.741335695,1.160217161,0.341724362
undulata,rocky,80.2538343,12.79026398,28.18333308,36.20000076,27.78,0.013784528,34.35,28.86,1.209121854,2.852262808,0.281488218
undulata,rocky,79.83645986,11.93472404,28.00416652,35.125,27.7175,0.014730875,34.3975,28.905,1.075713056,4.68619127,0.496500687
undulata,rocky,79.83015331,11.90342861,28.04999987,35,27.7,0.014787025,34.39,29.19,1.073435888,1.505877859,0.429353294
undulata,rocky,83.3873663,17.78061317,24.21666654,34.60000038,27.45,0.01474102,34.01,28.94,1.789645747,8.437051068,1.381575501
undulata,rocky,79.85224877,10.67769094,28.21666654,36.59999847,28.175,0.022863888,33.9225,29.4575,1.032588767,1.356678417,0.207604635
undulata,rocky,79.17835146,9.28098173,29,32.79999924,28.34285714,0.016125602,35.3,30.19571429,0.42862734,0.763893896,0.018985317
undulata,rocky,78.12638506,8.50184955,29.29583335,33.42499924,27.6,0.027944045,35,29.59,0.872471956,-1.014736939,0.252058631
undulata,rocky,78.12928847,8.49502626,29.01666673,33,27.866,0.027946855,35.002,29.916,0.871561343,5.367167023,0.26218137
undulata,rocky,78.125929,8.4904712,29.11666648,33.16666667,27.93,0.027949665,35,29.99,0.87065073,-0.979797267,0.380250738
undulata,rocky,77.5750833,8.1338917,27.96666686,33.20000076,26.84666667,0.0345238,35.16,28.58,0.899257737,7.981366745,0.557770781
undulata,rocky,77.53441315,8.07780831,27.76666673,32.29999924,26.81333333,0.034588925,35.18666667,28.91,0.898166485,16.42925863,1.199623817
undulata,rocky,77.31491047,8.12369529,27.51666641,31.44999981,27.09,0.03587525,35.19,28.39,0.907232144,0.219735198,1.115046438
undulata,rocky,77.31074953,8.12686097,27.49999968,31.39999962,27.106,0.03588825,35.192,28.468,0.907232144,30.31628409,1.442722697
undulata,rocky,76.9828229,8.38130822,27.42222224,31.36666616,26.94,0.03724575,35.09,28.24,0.958894044,-0.593517649,1.513079534
undulata,rocky,76.9738577,8.3901342,27.42499987,31.34999943,26.9,0.03724785,35.08,28.22,0.959578824,-2.010361559,1.401506317
undulata,rocky,76.97289244,8.39781487,27.43749992,31.37499952,26.63,0.03724785,35.08,28.31,0.959740188,4.190355321,1.769289627
undulata,rocky,76.70729533,8.73063829,27.48333316,31,27.35,0.0365962,34.91,29.26,0.994927111,1.096911484,1.157007013
undulata,rocky,76.7003588,8.73787464,27.46666622,31,27.35,0.0365992,34.91,29.26,0.995399962,19.58648437,1.341522301
vidua,rocky,75.73609988,11.33122031,27.63333321,32.09999847,28.0025,0.021433988,35.3425,30.255,1.503388186,8.804569953,0.55807979
vidua,rocky,75.45354475,11.77120392,27.46666654,31.5,27.92,0.0212105,35.22,29.79,1.563590346,3.698029354,0.566018308
vidua,rocky,75.4032069,11.83850935,27.66666654,32.24000015,27.76,0.0206198,35.19,29.7,1.567497563,5.331113143,1.044501087
vidua,rocky,75.21363867,12.01037851,27.50000032,31.89999962,27.765,0.019420855,35.1,30.185,1.600921758,19.05648325,2.692479567
vidua,rocky,74.78960222,13.00351493,27.17222246,32.20000076,28.08,0.01527106,34.91,30,1.854344419,0.977449595,0.654246116
vidua,rocky,74.321961,14.51857695,26.46666686,31.60000038,28.02,0.0311704,35.27,29.8425,2.288472376,18.97560726,1.815670061
vidua,rocky,74.2815355,14.65415256,26.58749986,32.15000057,27.805,0.034618125,35.3525,29.9225,2.301614379,3.411877524,0.329705597
vidua,rocky,74.26282014,14.70495352,26.53888904,31.83333333,27.97,0.032066325,35.378,29.63,2.304479384,2.04307316,0.276080592
vidua,rocky,73.73262159,15.60388187,26.40833346,32.20000076,27.79,0.026438375,35.94,29.61,2.414283022,-2.526120481,0.698094019
vidua,rocky,73.69986042,15.69250977,26.22916667,32.35000038,27.64,0.025991783,35.96,29.41,2.42581209,5.272072876,1.850120711
vidua,rocky,73.65530139,15.74259608,26.41666698,32.20000076,27.67,0.02559355,35.99,29.52,2.430161527,3.455758859,0.379326596
vidua,rocky,73.5909785,15.90370799,26.10833319,32.22499943,27.85,0.025718905,36.02,29.31,2.439713259,1.22313147,1.299013235
vidua,rocky,73.45555443,16.06174584,26.1833334,32.40000153,27.79,0.020031413,36.07,29.35,2.480999576,-0.565078257,0.389771631
vidua,rocky,73.34233319,16.47449498,25.93333308,32.40000153,27.62,0.011481228,36.17666667,28.97,2.634870336,47.48330705,2.26628249
vidua,rocky,73.3368749,16.63850812,25.95333316,32.15999908,27.18666667,0.00774133,36.2,28.73666667,2.7136332,6.520462297,1.045847291
vidua,rocky,73.01897404,17.99265135,25.66666635,32.20000076,27.384,0.007664175,36.33,29.504,3.481486464,9.035264289,0.749452658
vidua,rocky,72.86438207,18.65544615,25.39444457,33.26666641,27.46,0.006197053,36.31,30.34,4.635425949,1.185127506,0.286573616
vidua,rocky,72.65343346,19.84853111,24.4083333,34.77499962,27.2,0.011282178,36.27,30.42,3.838894612,-1.966151868,0.302167707
vidua,rocky,70.22688565,20.9997685,25.53888872,35.06666692,26.37,0.00625285,36.75,28.61,2.665176302,-1.444927796,0.680202185
vidua,rocky,69.60882775,21.63074342,25.01666673,35.59999847,25.88,0.004948528,36.7,28.16,2.852904382,4.320349743,0.364811976
vidua,rocky,83.3873663,17.78061317,24.21666654,34.60000038,27.45,0.01474102,34.01,28.94,1.789645747,8.437051068,1.381575501
vidua,rocky,79.83015331,11.90342861,28.04999987,35,27.7,0.014787025,34.39,29.19,1.073435888,1.505877859,0.429353294
